"ond_id","ond_tekst_filmtitel","org_naam_aanvrager","org_naam_fabriek","ond_tekst_lengte_meters","ond_tekst_smalfilm","ond_tekst_categorie","ond_datum_keuring","ond_tekst_weeklijstnummer","ond_tekst_oordeel","ond_tekst_coupures","ond_datum_herkeuring","ond_tekst_herkeuring_weeklijstnummer","ond_tekst_herkeuring_oordeel","ond_tekst_herkeuring_coupures","vwz_url_cinemacontext","vwz_archivelink","ond_UUID"
"16072","Nederland in klank en beeld C 32","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","270 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030126","NL-HaNA/2.04.60/605///Dossier A3273/","0b94a75c-7cc1-102d-a57f-005056a23d00"
"16073","Cityfilm Geluidsjournaal A 10","City Film NV (Den Haag)","Pathé (F)","292 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF035148","NL-HaNA/2.04.60/605///Dossier A3274/","0b94ac48-7cc1-102d-a57f-005056a23d00"
"16074","Paramount Sound Journaal 102","Paramount Films NV (Amsterdam)","Paramount (O)","267 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047545","NL-HaNA/2.04.60/605///Dossier A3275/","0b94b12a-7cc1-102d-a57f-005056a23d00"
"16075","Williamson onderzee-expeditie","E.F.O.",,"976 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF005037","NL-HaNA/2.04.60/605///Dossier A3276/","0b94b620-7cc1-102d-a57f-005056a23d00"
"16076","De Vermenigvuldiging der Planten","UFA Film Maatschappij (Amsterdam)","Ufa (D)","387 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041320","NL-HaNA/2.04.60/605///Dossier A3277/","0b94bb20-7cc1-102d-a57f-005056a23d00"
"16077","Reddingfilm","Centraal Bureau voor Ligafilms (Amsterdam)",,"1136 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF011261","NL-HaNA/2.04.60/605///Dossier A3278/","0b94c016-7cc1-102d-a57f-005056a23d00"
"16078","Het gouden Feest v.d. A.N.W.B.","Profilti Filmfabriek NV (Den Haag)","Profilti (N)","540 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021765","NL-HaNA/2.04.60/605///Dossier A3279/","0b94c502-7cc1-102d-a57f-005056a23d00"
"16079","Charlie als Avonturier","DLS Film Holland (Rotterdam)",,"1508 meter","nee","fictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF000010","NL-HaNA/2.04.60/605///Dossier A3280/","0b94c9ee-7cc1-102d-a57f-005056a23d00"
"16080","In den Maalstroom des Levens","Amfilmin (Haarlem)",,"1382 meter","nee","fictie","1933-08-01","258","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF004271","NL-HaNA/2.04.60/605///Dossier A3281/","0b94cf8e-7cc1-102d-a57f-005056a23d00"
"16081","Een afgedwongen Bekentenis","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","2171 meter","nee","fictie","1933-08-01","258","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF002680","NL-HaNA/2.04.60/605///Dossier A3282/","0b94d4a2-7cc1-102d-a57f-005056a23d00"
"16082","Nog zes Uur te leven","Netherlands Fox Film Corp. NV (Amsterdam)","Fox (A)","1935 meter","nee","fictie","1933-08-14","259","18 jaar",,"1933-08-21","260","14 jaar","Geen","http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF005044","NL-HaNA/2.04.60/605///Dossier A3283/","0b94d9a2-7cc1-102d-a57f-005056a23d00"
"16083","Ray Ventura et ses Collegiens","Paramount Films NV (Amsterdam)","Paramount (F)","140 meter","nee","nonfictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047116","NL-HaNA/2.04.60/605///Dossier A3285/","0b94dea2-7cc1-102d-a57f-005056a23d00"
"16084","Un Peu de Jazz","Paramount Films NV (Amsterdam)","Paramount (F)","245 meter","nee","nonfictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF045490","NL-HaNA/2.04.60/605///Dossier A3286/","0b94e460-7cc1-102d-a57f-005056a23d00"
"16085","Klopstokia wint de Olympiade","Paramount Films NV (Amsterdam)","Paramount (A)","1752 meter","nee","fictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF002722","NL-HaNA/2.04.60/605///Dossier A3287/","0b94e9a6-7cc1-102d-a57f-005056a23d00"
"16086","Het Duivennestje","Warner Bros. Nederland NV (Amsterdam)","Vitaphoon (A)","277 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF039023","NL-HaNA/2.04.60/605///Dossier A3288/","0b94eeb0-7cc1-102d-a57f-005056a23d00"
"16087","Welkom betere Tijd","Warner Bros. Nederland NV (Amsterdam)","Vitaphone (A)","483 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF044730","NL-HaNA/2.04.60/605///Dossier A3289/","0b94f3ba-7cc1-102d-a57f-005056a23d00"
"16088","Dikke Vrienden","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","206 meter","nee","fictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF040941","NL-HaNA/2.04.60/605///Dossier A3290/","0b94f8ec-7cc1-102d-a57f-005056a23d00"
"16089","Arm maar Oneerlijk","Warner Bros. Nederland NV (Amsterdam)","Vitaphonn (A)","475 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF037901","NL-HaNA/2.04.60/605///Dossier A3291/","0b94fdf6-7cc1-102d-a57f-005056a23d00"
"16090","Vlug en prettig","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","230 meter","nee","fictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF045075","NL-HaNA/2.04.60/605///Dossier A3292/","0b950300-7cc1-102d-a57f-005056a23d00"
"16091","De Schoonfamilie","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","413 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF035537","NL-HaNA/2.04.60/605///Dossier A3293/","0b950954-7cc1-102d-a57f-005056a23d00"
"16092","Gasten in het Hotel","Warner Bros. Nederland NV (Amsterdam)","Vitaphone (A)","517 meter","nee","fictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF039663","NL-HaNA/2.04.60/605///Dossier A3294/","0b95102a-7cc1-102d-a57f-005056a23d00"
"16093","Een Kijkje in Radioland No.1.","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","281 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047527","NL-HaNA/2.04.60/605///Dossier A3295/","0b95155c-7cc1-102d-a57f-005056a23d00"
"16094","Een Kijkje in Radioland No.2.","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","255 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047527","NL-HaNA/2.04.60/605///Dossier A3296/","0b951a84-7cc1-102d-a57f-005056a23d00"
"16095","Een Kijkje in Radioland No.3.","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","266 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF047527","NL-HaNA/2.04.60/605///Dossier A3297/","0b951fb6-7cc1-102d-a57f-005056a23d00"
"16096","De Moord in den Pullmanwagen","Warner Bros. Nederland NV (Amsterdam)","Vitaphoon (A)","600 meter","nee","fictie","1933-08-14","259","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF035816","NL-HaNA/2.04.60/605///Dossier A3298/","0b9524de-7cc1-102d-a57f-005056a23d00"
"16097","Het Circus-Mysterie","Warner Bros. Nederland NV (Amsterdam)","Vitaphoon (A)","547 meter","nee","fictie","1933-08-14","259","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF039047","NL-HaNA/2.04.60/605///Dossier A3299/","0b952a06-7cc1-102d-a57f-005056a23d00"
"16098","42nd Street (trailer)","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","77 meter","nee","fictie","1933-08-21","260","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF002799","NL-HaNA/2.04.60/605///Dossier A3300/","0b952f38-7cc1-102d-a57f-005056a23d00"
"16099","Luciferskoning (trailer)","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","78 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF002954","NL-HaNA/2.04.60/605///Dossier A3301/","0b953532-7cc1-102d-a57f-005056a23d00"
"16100","De Vliegenier des Doods (trailer)","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","60 meter","nee","fictie","1933-09-01","261","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF002595","NL-HaNA/2.04.60/605///Dossier A3302/","0b953a3c-7cc1-102d-a57f-005056a23d00"
"16101","20.000 Jaar in Sing Sing (trailer)","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","58 meter","nee","fictie","1933-08-14","259","18 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF002585","NL-HaNA/2.04.60/605///Dossier A3303/","0b953fa0-7cc1-102d-a57f-005056a23d00"
"16102","De Parachuut Springer (trailer)","Warner Bros. Nederland NV (Amsterdam)","Warner Nat. (A)","65 meter","nee","fictie","1933-08-14","259","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF002682","NL-HaNA/2.04.60/605///Dossier A3304/","0b9544aa-7cc1-102d-a57f-005056a23d00"
"16103","Reclamefilm Straetmans","Puvabi NV (Rotterdam)","R.V.M. (D)","20 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF027035","NL-HaNA/2.04.60/605///Dossier A3305/","0b9549c8-7cc1-102d-a57f-005056a23d00"
"16104","Alice wint de Olympiade","Express Film (Amstelveen)","R.K.O. (A)","168 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF038114","NL-HaNA/2.04.60/605///Dossier A3306/","0b954edc-7cc1-102d-a57f-005056a23d00"
"16105","Alice als reddende Engel","Express Film (Amstelveen)","R.K.O. (A)","179 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF038142","NL-HaNA/2.04.60/605///Dossier A3307/","0b9553fa-7cc1-102d-a57f-005056a23d00"
"16106","Alice op de Muizenjacht","Express Film (Amstelveen)","R.K.O. (A)","245 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF038119","NL-HaNA/2.04.60/605///Dossier A3308/","0b955904-7cc1-102d-a57f-005056a23d00"
"16107","Schooldagen","Express Film (Amstelveen)","R.K.O. (A)","273 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF046681","NL-HaNA/2.04.60/605///Dossier A3309/","0b955ed6-7cc1-102d-a57f-005056a23d00"
"16108","Alice bij de Kannibalen","Express Film (Amstelveen)","R.K.O. (A)","215 meter","nee","fictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF038137","NL-HaNA/2.04.60/605///Dossier A3310/","0b9563ea-7cc1-102d-a57f-005056a23d00"
"16109","Kabaret unter See","Express Film (Amstelveen)","Südfilm (D)","173 meter","nee","nonfictie","1933-09-01","261","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF043711","NL-HaNA/2.04.60/605///Dossier A3311/","0b956908-7cc1-102d-a57f-005056a23d00"
"16110","Dichter und Bauer","Express Film (Amstelveen)","Columbia (A)","165 meter","nee","fictie","1933-09-01","261","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041021","NL-HaNA/2.04.60/606///Dossier A3312/","0b956e30-7cc1-102d-a57f-005056a23d00"
"16111","Der fidele Bauer","Express Film (Amstelveen)",,"173 meter","nee","nonfictie","1933-09-01","261","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041056","NL-HaNA/2.04.60/606///Dossier A3313/","0b957358-7cc1-102d-a57f-005056a23d00"
"16112","Im Herbst","Express Film (Amstelveen)","Südfilm (D)","182 meter","nee","nonfictie","1933-09-01","261","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF044165","NL-HaNA/2.04.60/606///Dossier A3314/","0b957876-7cc1-102d-a57f-005056a23d00"
"16113","Mickey als fahrender Sänger","Express Film (Amstelveen)",,"214 meter","nee","nonfictie","1933-09-01","261","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042640","NL-HaNA/2.04.60/606///Dossier A3315/","0b957da8-7cc1-102d-a57f-005056a23d00"
"16114","Mickey im Hoftheater","Warner Bros. Nederland NV (Amsterdam)",,"183 meter","nee","nonfictie","1933-08-21","260","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042619","NL-HaNA/2.04.60/606///Dossier A3316/","0b9583ca-7cc1-102d-a57f-005056a23d00"
"16115","Mickey als Pampassreiter","Express Film (Amstelveen)",,"205 meter","nee","nonfictie","1933-08-21","260","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042635","NL-HaNA/2.04.60/606///Dossier A3317/","0b9588f2-7cc1-102d-a57f-005056a23d00"
"16116","Mickey als Jazzkoning","Express Film (Amstelveen)",,"160 meter","nee","nonfictie","1933-09-01","261","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF042638","NL-HaNA/2.04.60/606///Dossier A3318/","0b958e1a-7cc1-102d-a57f-005056a23d00"
"16117","De Beklimming v.d.Dachstein","City Film NV (Den Haag)","Köfinger (O)","275 meter","nee","nonfictie","1933-08-01","258","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF036596","NL-HaNA/2.04.60/606///Dossier A3319/","0b959356-7cc1-102d-a57f-005056a23d00"
"16118","Door eenzame Gebergtedalen","City Film NV (Den Haag)","Köfinger (O)","311 meter","nee","nonfictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF040874","NL-HaNA/2.04.60/606///Dossier A3320/","0b95989c-7cc1-102d-a57f-005056a23d00"
"16119","Op Oostenrijks hoogsten Bergtop","City Film NV (Den Haag)","Köfinger (O)","338 meter","nee","nonfictie","1933-08-14","259","alle leeftijden","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF041746","NL-HaNA/2.04.60/606///Dossier A3321/","0b959dec-7cc1-102d-a57f-005056a23d00"
"16120","Tilly de Millioenenbruid","Nederland NV (Amsterdam)",,"711 meter","nee","fictie","1933-08-01","258","14 jaar","Geen",,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF006131","NL-HaNA/2.04.60/606///Dossier A3322/","0b95a328-7cc1-102d-a57f-005056a23d00"
